accx,accy,accz,gyrx,gyry,gyrz
0.6785741999999999,12.623505,1.0685418,-0.4657411,-0.25371853,1.2022700000000002
1.7182898999999998,10.50141,0.9917836999999999,-0.3273365,-0.38254127,0.80834925
1.9441012999999998,8.184148,1.1517164,-0.17561503,-0.57683134,0.4303982
1.9646245,6.4726763,1.0728897,-0.07501425,-0.89570296,0.053511795
1.7463689999999998,5.700393,0.60558933,-0.02656391,-1.3721254999999999,-0.4628264
1.4031745,5.773598000000001,0.04735731,0.04527384,-1.8932808999999997,-1.0159212
1.3055868999999998,6.303234,-0.20245369,0.22361158,-2.3824792,-1.4705271999999998
1.7345034,6.7312307,-0.33364636,0.36466908,-2.5528232999999996,-1.8756181
2.1214732999999995,6.924242,-0.19359516,0.40884337,-2.37185,-2.3328943
2.5866572999999997,6.802061,0.33682588,0.3332706,-1.8943453999999997,-2.3573812999999997
2.9242682,6.6253785999999995,0.93055916,0.25661576,-1.2438438,-2.146563
2.783681,6.610218499999999,1.4035289,-0.09258971,-0.51242864,-1.8048276
2.3748085,7.111928,1.4376128000000001,-1.0108598,0.09812241,-1.5849859
2.1646075000000002,8.443660000000001,1.1977136999999998,-1.6650790000000002,0.080564395,-1.8953228
2.4356692000000004,9.742218,1.3049932,-1.8817267,-0.16268215,-2.1502979
2.8371098,10.85056,1.8097675,-1.9871272,0.015620696000000002,-2.4697106
3.1068982999999997,13.004461000000001,2.2320279999999997,-2.1633356,0.31211722,-2.6219558999999997
4.9423504000000005,14.682757,2.808753,-2.3506967999999997,0.1561546,-2.4170017
5.877219,13.689662,3.8287400999999996,-2.327798,-0.45226717,-2.1130352
4.666558,11.29322,4.642108,-2.2463610000000003,-1.0639178,-1.8431375
3.157473,9.268310000000001,4.228993,-2.1974044,-1.5110712,-1.6403477
1.8067412,9.797945,1.8234526999999998,-2.0222607,-1.7373008,-1.3528745
1.6745716,10.530207,0.42632115,-1.7592918999999998,-1.608478,-0.9445896
2.1523585,10.867186,2.3715909,-1.6762491000000002,-1.4647502000000001,-0.60496604
1.6135386999999999,11.743625999999999,3.5550349999999997,-1.5809716,-1.315699,-0.4388805
2.0977802000000003,11.051442999999999,3.126224,-1.2242961,-1.1528075,-0.41278782
1.4226443000000002,10.471739999999999,2.7074015,-0.65737826,-0.821701,-0.27598890000000004
0.26303658,10.402787,2.9335291,-0.09098402,-0.25530675,0.019425515
0.29636386,9.785782000000001,2.802911,0.40032616,0.28337166,0.34733796
0.81200784,8.499799000000001,1.5719275,0.8751779000000001,0.56923914,0.55335665
1.1325628,7.801391000000001,1.1376289,1.4144148,0.5873381999999999,0.7029488
1.0836061000000001,7.775218,1.3129226999999999,1.9765505,0.7204195,1.0021156999999998
1.5829024,7.941059599999999,1.2125195,2.2464482999999995,1.1042348999999998,1.4338229
2.534224,7.638844000000001,1.1488146000000001,2.273588,1.4353414,1.7175610000000001
3.2355146,6.7216353,2.2630856,2.2203555,1.799452,2.0066051
3.6632626000000004,5.407056,3.5215452000000003,2.188416,2.1534395,2.4479115
3.5208364000000003,4.9024825,4.2732095999999995,2.259224,2.6761832,3.1037364
3.393302,6.1736217,4.381944,2.2166377999999995,3.2899629999999997,3.5114977
3.3032800000000004,7.7869399999999995,4.239336499999999,1.9840031000000002,3.6886660000000004,3.5860233
3.1469388,8.231782,4.0283112999999995,1.7162521000000002,3.7445690000000003,3.4007739999999997
2.910248,8.628445,4.1691957,1.4458307,3.5598433,3.1489754
2.634704,10.586058999999999,3.8079205000000003,1.1163126,3.2133083,2.8684487
2.8791041,11.440712,2.7807503,0.80969316,2.8832664,2.4654696
3.2620904,10.714867,2.8203793,0.5451187,2.6490259999999997,2.0103226000000003
2.532596,9.878188,2.9406831,0.16931438,2.4121669999999997,1.6845568
1.3993056000000001,9.321978,3.2436645,-0.10374237,2.17475,1.5488226
