accx,accy,accz,gyrx,gyry,gyrz
0.8268615,-10.906163000000001,-1.9513031000000003,0.9501049000000001,-0.3504272,2.842321
2.3702981,-11.287234,-3.3956006000000003,0.97724473,-0.54471725,3.0281112
3.492422,-11.904383000000001,-4.7280693,0.739304,-0.6596820999999999,3.1808975
4.2207193,-12.384497,-5.5378074999999995,0.49336967,-0.74539524,3.3113084
4.6102653,-12.521637,-5.3636823,0.37252307,-0.8390844999999999,3.4257498
4.9819026,-12.532574,-4.7841225,0.41032690000000005,-0.9439613000000001,3.5300856
5.058612999999999,-12.151091000000001,-4.001199199999999,0.54927254,-1.0051700000000001,3.6269686
5.2701554,-11.312315,-3.33134,0.65413195,-0.91041607,3.642956
5.6221223,-10.429698,-2.9638492999999997,0.6365739,-0.54737014,3.5801415
5.9429927000000005,-9.70866,-2.8738942,0.43320817,-0.020367993,3.4667475
6.269198,-9.52015,-3.1806586,-0.0053930674,0.6157347,3.3171554
6.4807205,-9.733388,-3.6405847000000002,-0.5462357,1.140084,3.1867442
6.358224,-10.090247999999999,-3.6099388999999995,-0.9699667,1.4323218999999998,3.0914493
6.228142299999999,-10.698039999999999,-3.1384822999999997,-1.0924016,1.3679192,3.0776088
5.918361,-11.279716,-2.435315,-0.93804467,1.0559764999999999,3.1313825
6.0786576,-11.710683,-1.9801197,-0.65217716,0.59657097,3.1409643
6.9747887,-12.032606,-2.010823,-0.27262044,0.16327555,3.0499454
8.155321,-11.983698,-2.1851783,0.153205,-0.109275065,2.8630904999999998
9.244981,-11.617088,-2.6427197000000002,0.45024258,-0.123115525,2.629932
9.919638,-10.5781,-3.3703464999999997,0.50455725,0.019006636,2.3643103
10.480494,-9.566847000000001,-3.984507,0.6248628,-0.012915436,1.9134218999999997
12.356437,-9.157668,-4.0108432999999994,1.0352769,-0.16036086,1.1106752
14.001675,-7.886203999999999,-3.9033723,1.2673708000000001,-0.22745131,0.059864793
14.378004999999998,-6.6059284,-5.1081634000000005,0.9969495,-0.17261307,-0.9403485
12.833302999999999,-5.6547117,-6.3630123,0.33367205,-0.0916996,-1.8112503
11.480331,-5.978618599999999,-7.013286999999999,-0.3743033,-0.20348793,-2.542648
10.270560000000001,-7.4229064,-6.622017,-0.8097455,-0.5031784,-3.052092
9.118519000000001,-9.097153,-5.517476,-1.0375807,-1.023269,-3.4103557999999996
8.629315,-10.773755,-4.475644,-1.15841,-1.6881348000000003,-3.7126992
8.567862,-12.184485,-3.3308134,-1.1466987,-2.2428353,-3.9554572
8.607165,-13.277582,-2.0205243000000004,-1.0056238000000002,-2.5611484,-4.140689
8.369651,-13.630745999999998,-0.8411213,-0.8161334,-2.5707304,-4.2333136
