accx,accy,accz,gyrx,gyry,gyrz
2.0926378,9.010759,-1.1497913999999998,0.726057,1.417347,-1.7835345
2.1236281000000004,10.125366,-0.90321743,0.56740654,1.3864721000000002,-1.5445291
2.4079158,11.069056,-0.49110820000000005,0.37737509999999996,0.9323898000000002,-1.4338055
3.0573094,11.567385,-0.23758142,0.22780037,0.08227482,-1.4188828000000002
3.7688565,12.521550999999999,-0.24940878,0.113882735,-0.9946108,-1.395478
4.0982413,13.78633,-0.27445212,0.019128809,-2.1066298,-1.3337108
4.2950919999999995,13.277370999999999,-0.019910181000000002,-0.03354523,-2.9253464,-1.2224635
3.9504422999999997,11.434813,0.5449682,-0.048991393,-3.2149315,-1.0781946000000002
2.7791414,9.197583999999999,1.2214258999999998,-0.025045475,-2.9684734,-0.95097756
1.6422787,8.44908,1.3986926000000002,0.02125811,-2.4116435000000003,-0.87486374
1.1074524,9.857772,0.8432283000000002,0.069690995,-1.7345256999999998,-0.83386594
0.96799487,11.398584,-0.11405977,0.10803588,-1.0654013,-0.8232193999999999
0.88003194,11.661572,-0.7868879,0.13836971,-0.3845484,-0.8450535
0.72966653,11.558555,-1.0312879000000001,0.14899875,0.15413003,-0.8892278
0.6416173000000001,11.05968,-0.6779708999999999,0.13144074,0.5065469,-0.90467393
0.76740867,10.071153,0.23238121,0.09204867,0.6582509,-0.87699306
1.417693,8.911659,1.0756860000000001,0.04893903,0.66676813,-0.8195019
2.3505123,7.857434700000001,1.64021,-0.013316861999999999,0.54274505,-0.7470882
3.2683725,7.055262,1.8689713,-0.09796533,0.31330407,-0.6363645
3.865975,6.471987,1.7716519,-0.16823229,0.053529248,-0.46497315
4.2496123,6.2257195,1.534597,-0.16610299,-0.25626668,-0.19294615
4.5525746,6.2517586,1.3337618,-0.05057964,-0.54637533,0.07161086
4.7786636,6.545106,1.1933850000000001,0.055850536,-0.73375386,0.31168088
4.7150644999999995,6.9399576000000005,1.1166652,0.057979837,-0.61453044,0.5091649
4.357907,7.405486,1.0681778,0.064908795,-0.1306379,0.7716274999999999
3.9615513999999994,8.058586,1.0679671999999998,0.14688691,0.52571064,1.0590658000000002
3.660591,8.856708,0.99898547,0.2560049,1.1602426000000001,1.2794485
3.52302,9.84559,0.9247078000000001,0.25387558,1.6659517,1.4199823999999999
3.3291468999999996,10.984271000000001,0.9633502,0.11761774,1.9832176,1.5030252
2.9748243999999997,12.057497,1.0906833,-0.04845034,2.0550728,1.5504109
2.419705,12.580046000000001,1.3777385,-0.17833774,2.046032,1.6158781999999998
2.2517755,13.398097,1.4628093,-0.24275784,1.8666296000000002,1.7303369
2.953353,14.747469,1.2271625,-0.2736327,1.8197849999999998,1.8197501
3.8297458,13.680133999999999,1.4951503000000002,-0.2549926,1.7021496999999999,1.946461
3.7429415999999995,11.360785,1.8604957999999998,-0.19006635,1.499325,2.092318
3.2570624,9.716753,1.6149465,-0.16292648,1.1580957,2.1774728
3.1832826,10.32894,1.0308379,-0.19165461,0.86107564,2.1844192000000002
3.4664786,12.192051,0.23107876,-0.25766295,0.6326993000000001,2.0949709999999997
