accx,accy,accz,gyrx,gyry,gyrz
-12.880011,15.017831,3.4630117,-0.26035076,-0.33178708,-0.91367984
-8.573876,13.037289999999999,5.10847,-0.19273672,-0.20882864,-0.79230964
-5.6986504,13.900035999999998,5.854943799999999,-0.16186184,-0.28707176,-0.51762974
10.781703,14.304666000000001,-1.4176068000000002,-0.041538835,-0.5947558000000001,-0.25359634
18.932972,19.39944,7.48958,-0.048467792999999995,-0.21999875,-0.39678314
-12.621408,6.4172173,-4.388543,-0.0069638634999999996,-0.09916960400000001,-0.35473818
-17.0598,11.917119999999999,-6.8870935,0.064908795,-0.18006562,-0.23282692
-9.401724,6.3689594000000005,-3.1545522,0.11014773,-0.29984757,-0.09763372
1.1443901,9.486134,2.8534957999999997,0.116535634,-0.3610737,-0.06782349
0.33148202,10.490396,1.5128673000000001,0.043057274000000006,-0.26152015,-0.15458381
-3.9964206,9.050187,-1.3848254999999998,-0.027715827999999998,-0.20722294,-0.34196237
-4.264734,9.094164,1.006034,-0.16025613,-0.39514256,-0.48675486
-1.6071606,9.609416,-2.894906,-0.28747317,-0.5915619000000001,-0.5671273
-4.9004135,9.159583999999999,-1.4660943000000002,-0.49722683,-0.77042323,-0.7981564999999999
-2.2819998,9.417631,-0.59325445,-0.7969173,-0.56440455,-1.2250816
-0.6493267,10.080547,-1.1700846999999999,-1.10886,-0.22692771,-1.6216726000000001
-2.7506983,9.497214,-1.5322987,-1.2840038999999999,-0.24289747,-1.7845643
-3.0037173999999998,9.580589999999999,-1.3629712,-1.4527421999999999,-0.48190287,-1.8527019
-2.6853366000000003,9.744908,-1.6025923,-1.6166985,-0.5739864,-1.9202985000000001
-1.6336979,10.201684,-1.5873749,-1.6811011000000002,-0.716126,-2.0320868
-0.55241895,10.432015,-2.0727273999999998,-1.8599799,-1.0605493000000001,-2.0651085
-0.6460514,9.857982000000002,-2.6249359,-1.8967017,-1.572629,-2.1981723
-1.4026957,9.524718,-3.014836,-1.9478049,-2.0197823,-2.075214
-1.1866908999999999,10.454819,-3.2178838,-2.1889396,-0.7954338000000001,-2.7203922
0.46226287,10.599867999999999,-3.0418236000000003,-2.100591,0.25481808,-3.0419167999999996
2.3237834,10.478301,-2.8522124,-1.8748676,0.840376,-2.602216
1.3771065,11.995486,-3.3597927000000003,-1.1674159,1.3402383,-2.4760463
-0.64372426,12.917656,-4.594636,-0.74846697,1.1959695,-2.0698906999999998
-1.1922454,12.034359,-1.9838164,-0.51052624,-0.3339164,-0.13170254
-0.18111658,12.342282,-1.2835889999999999,-0.09318313,-2.1848032,1.2810891000000002
0.42006750000000004,12.95379,-2.0542345,0.32998940000000004,-1.8680782,1.7500591
1.1201513,14.224239,-2.6649091,0.7643669,-0.16889551,2.2696087000000005
3.7690193999999995,15.671103500000001,-4.8352146,1.252518,1.5212115,2.9105284
6.745357,17.072515,-6.876224000000001,1.6778374,2.1557433999999995,3.3481
7.536784,19.596501999999997,-5.6519055,2.0041616,2.203129,4.0177655
-0.7838233,18.429502,-7.409192599999999,2.2815117999999996,2.0173561999999996,4.754503700000001
1.4660368000000001,20.546072,-8.197718,2.4789958,1.9103501,5.263948
-0.45753196,6.473835,-1.6099952,2.6679626,1.5584743,5.68342
-8.689716,0.48294878,-1.3066117,2.7935915000000002,1.3535377,6.0422077000000005
-9.102582,8.6878395,-2.5733932999999998,2.6759562000000003,1.3066931,5.985780999999999
-2.0194325,8.065462,-0.39230433,2.5492627999999997,1.1954458000000001,5.5577917
3.8610237,1.7301267,1.0095966,2.3272917,0.37992328,5.205916
2.004397,0.019393034,1.5368571000000002,2.0270603,0.050405107000000005,4.1391354
1.2986916000000002,2.086748,0.955095,1.8332938,-0.0065275314,2.4623106
