accx,accy,accz,gyrx,gyry,gyrz
1.1808681,1.578095,1.6845411,0.64427084,0.27584928,1.366139
-0.44730392,1.9756186000000002,2.5097457999999997,1.1563678999999998,1.509256,1.5380888000000001
-2.7228682,1.9409697,1.5125226,1.6631591000000001,2.0410578,1.9197749
-2.848765,2.3057024,0.43807188,2.0096943,1.9803727999999998,2.589964
-1.6734608,2.9469652,0.36488593,2.2817214,1.8754959,3.1457117
-2.0340085,3.9593394,1.0724683000000002,2.6128101000000004,1.9005238999999998,3.452872
-2.9707446,4.625042,0.006627150300000001,3.0147247000000004,1.7935178,3.892032
-1.0684268,6.549032,-0.55248594,3.2877989999999997,1.5896284999999999,4.3684544999999995
-0.022064961,9.585569,-0.8613763000000001,3.4927528,1.6684301,4.583531400000001
-3.9492836000000002,12.04837,-1.3311761999999998,3.6066705999999997,1.9510862,4.7586575
-6.123104,15.537057,-2.1358194,3.7764912000000006,1.9143643,5.083376
-5.820026400000001,17.64451,-2.4652998,3.8776328999999996,1.8786898999999997,4.897603500000001
-6.798125,19.204926,-3.3279212,3.5576966,1.6061391999999999,4.491954
-7.724796,18.303767999999998,-2.9358084,3.0301533,0.99928826,3.6375803999999996
-11.871755,16.49963,-0.11128249,2.1576807000000002,0.3093945,2.51385
-10.829798,9.828649,-0.48287216,0.54686403,-1.2337908000000002,0.44736278
-3.0967276000000004,11.22011,-1.2440655,-0.7152708000000001,-2.0237615,-1.5206356
-2.1953009999999997,15.072907,-0.81383705,-1.4812783999999999,-0.41400954,-2.6049738
-0.28099309999999994,9.743816,-3.5769660000000005,-0.9494940000000001,0.55532885,-2.4899914
9.44886,13.688628,-9.162284,-1.3577788999999998,-1.1582005,-1.3428388999999998
7.9312053,16.142857,10.494591,-2.2142992,0.86088365,-2.216376
-1.6449506,9.714713,2.7116156000000005,-1.2694128999999998,2.0080535,-2.26535
-3.5514343,6.800471300000001,-2.0548189,-0.066881016,2.6681369999999998,-2.469763
-11.480867,13.424002,-7.216995699999999,-0.49647635,1.936722,-2.9845304
-12.946502,7.632667,-4.596963,-0.5986828000000001,-0.6737844,-1.9848058000000002
-10.717108,7.242738,-4.568960700000001,-0.7115358,-2.947355,-0.72640604
-2.3866456,9.3577175,1.0100466000000001,-0.53160983,-3.310401,-0.25050712
3.9580941,10.321394,0.30822954,-0.11159635,-1.5728908000000001,-0.6476044
2.5285740000000003,10.276881,-1.6546232,-0.17814575,0.44727552,-1.1378848999999998
-6.0975722999999995,8.684459,-2.2592645,-0.091909036,0.5462880999999999,-0.92389005
-7.748882000000001,7.865738,-3.4662006,0.017208947,-0.6205518,-0.23719025
-3.7441869,9.166221,-3.2713318,0.06085963,-1.3642192,0.09815732
0.3105567,9.492780999999999,-2.531466,0.051818825,-1.1060326,-0.098244585
0.6489436,9.189099,-3.0440454,-0.013648475,-0.31979668,-0.3463257
-2.105078,8.994622999999999,-4.2372293,-0.11904891,-0.2314132,-0.42669809999999997
-2.7835276,8.700414,-4.3965206,-0.20315632,-0.7946135,-0.41976914
-0.741082,9.140181,-4.2735449999999995,-0.34423128,-1.0054318000000002,-0.54061574
0.12670116,9.288698,-4.146106,-0.5348038,-0.6285454,-0.78867936
-0.9686174000000001,9.320186999999999,-4.0074916,-0.68331385,-0.49120545,-0.97073466
-2.3915203,9.774385,-3.2030682999999995,-0.77009165,-0.547632,-1.057495
-3.6147082000000004,9.49142,-2.9717502999999996,-0.8313003000000001,-0.69507736,-1.0314198
-3.3969892999999995,9.173135,-3.2234192000000004,-0.8557872999999999,-0.9452703000000001,-1.0074738
-2.189689,10.018825,-4.058344399999999,-0.945759,-1.0975153,-1.0809348
-1.4986073999999998,11.947469,-3.1043220000000002,-1.1416373,-1.0916511,-1.2076107
-0.5884180999999999,12.354444500000001,-2.780262,-1.351932,-0.9388824,-1.3950068000000002
-1.6742556,11.961537,-3.1954837000000005,-1.5706916000000002,-0.696142,-1.5807621
-3.2054532000000004,12.112822999999999,-4.3988575999999995,-1.6846267,-0.8670271999999999,-1.7394125
