accx,accy,accz,gyrx,gyry,gyrz
12.747917,-0.074095756,-1.0134847,-0.386573,0.01823869,0.05333726
11.801919999999999,-1.1964976,-2.7895226,-0.11561061,-0.07703883,0.09698795
11.567509,-0.26482746,-4.1573877,0.0052010813,-0.13027138,0.24923302
12.558938000000001,1.5770701999999999,-3.8932784,-0.0011693706,-0.15156439,0.36953858
13.333654000000001,3.9511415999999997,1.0716351,-0.013945181000000001,-0.026459191,0.34716344
12.658977499999999,1.7736629000000002,0.45652637,0.023317598,0.039531708,0.3056595
11.469222,-0.63918483,2.6244473,0.13189453,0.08157669,0.31630602
10.546574,-1.5729426000000002,3.9893053,0.29691540000000005,0.13322099,0.3152239
8.69282,-0.7217848000000001,2.8035815,0.46938884,0.1523847,0.22101104
10.189598,-1.5971816,2.7069035,0.5843885999999999,0.10766936,0.08527679
12.511724000000001,-1.3758903,2.6891097999999998,0.61631066,0.05550147,-0.029164452
11.598958999999999,-0.77589375,2.0137343,0.5785243,0.09756391,-0.11646582
9.893042999999999,-0.80383885,1.3416723999999998,0.47366490000000006,0.1438675,-0.18565068
9.442664,-1.2820184,0.761586,0.40339795,0.20401153,-0.2857453
8.910663000000001,-2.00953,0.73387074,0.375717,0.25405014,-0.46832418
8.008394000000001,-2.3595338,0.85784245,0.3592062,0.44994587,-0.6998945
7.1945853,-2.440534,0.8746785,0.301174,0.46272168,-0.7371573
6.843212599999999,-2.4444034,0.92405653,0.23305382,0.2929186,-0.48802897
7.2053213000000005,-2.1100385,0.7822526999999999,0.1579872,0.124162726,-0.16809265
7.3374524,-1.2681991000000001,0.40217802,0.10636036,-0.16858135,0.055990162999999996
7.198311,-0.39663303,-0.19302054,-0.0011519173,-0.36342990000000003,0.15980235
7.043989999999999,-0.05743211,-0.41368935,-0.13264503,-0.19148007,0.15873769
7.1109133,-0.09177454,-0.6087018,-0.18853046,-0.11110766,-0.007871435
7.537244,-0.7200131,-0.7696497,-0.06609562,-0.27186993,-0.09995501
8.110014,-1.3232177,-0.6210941999999999,0.28841567,-0.22448425,-0.045657814000000005
8.393037,-1.6007825,-0.2605179,0.40074503,0.22052234,0.23061036
8.977711,-1.0438241,-0.33988085,0.18353882,0.37596136,0.42383575
12.048100999999999,-0.10168653,-0.3768282,-0.12519246,-0.045099307000000005,0.43926448
12.666466999999999,0.028232425,-0.9093466,-0.3354523,-0.14570008,0.21036454
12.652044,-0.19399737,-2.1743374,-0.34557518,-0.16060519,-0.055780724000000004
12.368542,-0.51836383,-4.1234093000000005,-0.31949997,-0.30646235,-0.28893927
12.351600999999999,-1.9524906000000002,-4.0869117,-0.25240952,-0.36768850000000003,-0.35014796
12.629519,-3.8200160000000003,-1.8193825000000001,-0.23537510000000003,-0.20586158,-0.23038346
