Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
-0.340977222,-3.484847069,-2.860619545
-0.163609251,-3.40349102,-2.858226538
0.027816564,-3.300599813,-2.867797852
0.233599305,-3.207279682,-2.977867842
0.413360119,-3.087339401,-3.023331404
0.566500783,-2.984447956,-3.135794163
0.73160553,-2.879163742,-3.33439827
0.908973515,-2.76909399,-3.454338551
1.033400297,-2.663809776,-3.626621723
1.14107728,-2.527119875,-3.825226068
1.260718465,-2.460120678,-4.028914928
1.361217022,-2.388336182,-4.253840446
1.346860051,-2.407478571,-4.428516388
1.368395448,-2.371586323,-4.706383228
1.430907965,-2.323729992,-5.074877739
1.375573874,-2.373979092,-5.369493961
1.308574915,-2.476870537,-5.652146339
1.255932808,-2.64227438,-5.932106495
1.15782702,-2.893520832,-6.157031536
1.011864901,-3.200101137,-6.291328907
0.99750793,-3.334099293,-6.291328907
0.925723255,-3.633202076,-6.401398659
0.774676323,-3.992424488,-6.521039963
0.626321316,-4.286741734,-6.662216663
0.542572558,-4.60767889,-6.755536556
0.446859628,-4.942973614,-6.889833927
0.377467781,-5.380859852,-6.91854763
0.355932355,-5.909972668,-6.978368282
0.367896467,-6.486942291,-6.999903679
0.422931403,-7.143173695,-6.959225655
0.511465848,-7.808677673,-6.98315382
0.63589263,-8.512466431,-7.021439075
0.834496915,-9.247362137,-7.098009109
1.14107728,-9.963414192,-7.143472672
1.500299811,-10.64566803,-7.078866482
1.959721804,-11.39013481,-7.059724331
2.460120678,-12.18515015,-7.066902637
3.029911757,-13.1138649,-7.203293324
3.635594845,-14.10269833,-7.287042141
4.284647942,-15.19203091,-7.466803074
4.914259434,-16.31964874,-7.648657799
5.531907082,-17.38983917,-7.82333374
6.149554253,-18.45045662,-7.971987724
6.72413063,-19.48714828,-8.263912201
7.360920429,-20.40629005,-8.496315002
7.90917635,-21.14118576,-8.587242126
8.510073662,-21.6918354,-8.694919586
9.182756424,-22.03191376,-8.666205406
9.877272606,-22.18266296,-8.582456589
10.67916775,-21.96730804,-8.544171333
11.52173996,-21.41426659,-8.486743927
12.44118214,-20.39432716,-8.584849358
12.49143124,-18.82852364,-9.116354942
11.26810074,-17.19093513,-9.295816422
9.862915993,-15.53899002,-8.934201241
8.679964066,-13.92323685,-8.503493309
7.667500973,-12.4363966,-8.125128746
6.719345093,-11.05244732,-7.904988766
5.941378593,-9.79083252,-7.777870178
5.222933769,-8.679964066,-7.844869137
4.590929508,-7.633702278,-7.744370461
4.030709743,-6.649953365,-7.684549809
3.527917862,-5.768796444,-7.639086246
2.982055187,-5.024329185,-7.512266636
2.362015009,-4.377968311,-7.2535429
1.799402595,-3.808177233,-6.911369324
1.200897813,-3.398705482,-6.597609997
0.535394073,-3.101696253,-6.375077724
-0.060717873,-2.879163742,-6.145067692
-0.623330295,-2.776272535,-6.037390709
-1.039980531,-2.718844652,-5.984748363
-1.327119231,-2.735594511,-5.867500305
-1.707877159,-2.895913601,-5.800501347
-2.079063892,-3.147160053,-5.850750446
-2.287239313,-3.432204962,-5.783751488
-2.260918379,-3.755236149,-5.647061348
-2.239382982,-4.092923164,-5.608776093
-2.380559444,-4.669892311,-5.43649292
-2.464308262,-5.333003521,-5.338387489
-2.461915493,-5.988935947,-5.280959606
-2.296810627,-6.61166811,-5.094319344
-2.143670082,-7.179066181,-4.955236435
-2.189133644,-7.81585598,-4.861916542
-2.004886389,-8.380861282,-4.569992065
-1.686341763,-8.87647438,-4.067200184
-1.317547917,-9.388837814,-3.50219512
-0.941874802,-9.881759644,-2.946761131
-0.537188709,-10.40130138,-2.381755829
-0.194715947,-11.03809071,-1.838286042
-0.015254244,-11.8211422,-1.031306505
0.097208418,-12.65175056,-0.487836719
0.190528497,-13.54965687,-0.06669993
0.308075905,-14.4571352,0.113060869
0.461216569,-15.25185108,0.053240303
0.645463884,-15.87667751,-0.212662116
0.916151941,-16.26700592,-0.514157772
1.248754263,-16.59960938,-0.722632468
1.47158587,-17.1359005,-1.088734269
1.651047587,-17.69611931,-1.507777333
1.880758643,-18.19651794,-1.620239973
2.096411705,-18.68734741,-1.62502563
2.412264347,-18.99153328,-1.424028635
2.867199659,-19.08485413,-1.155733347
3.348456144,-18.93889236,-0.95952189
3.879961967,-18.38345909,-1.019342422
3.990031719,-17.24148369,-1.718345761
3.781856298,-15.76182175,-2.568396091
3.405884027,-14.18644714,-3.279363394
2.804986238,-12.7067852,-3.636193037
2.165803671,-11.37817097,-3.640978813
1.433300734,-10.11655521,-3.528516054
0.791426063,-8.95543766,-3.310470104
0.295812696,-7.854141235,-2.922832966
-0.134895369,-6.805486679,-2.609073877
-0.587437987,-5.876473427,-2.283350945
-0.975374341,-5.067399979,-1.694417477
-1.401595831,-4.423431873,-1.091127157
-1.88255322,-3.98763895,-0.408873558
-2.361416817,-3.697808266,0.347557485
-2.82831645,-3.594916821,1.109073281
-3.240180969,-3.611666679,1.805683732
-3.546462297,-3.728914976,2.28215456
-3.714258909,-3.923032761,2.69850564
-3.697509289,-4.186243057,3.124727249
-3.647259951,-4.521537304,3.474378586
-3.520141125,-4.907081127,3.759124279
-3.091825962,-5.368896008,3.83569479
-2.397309303,-5.828616619,3.69212532
-1.449452281,-6.276373863,3.352344513
-0.307477713,-6.709774017,2.789732218
0.918544769,-7.075875759,2.212762833
2.060519457,-7.413562775,1.748256087
3.135494947,-7.75124979,1.360319614
4.150351048,-8.028817177,1.065703392
5.026721954,-8.277970314,0.766600549
5.718546867,-8.498109818,0.51505506
6.300302029,-8.706285477,0.337986201
6.795915604,-8.881259918,0.309272319
7.179066181,-9.046364784,0.450448871
7.45184803,-9.175577164,0.78095752
7.679465294,-9.443872452,0.969990492
7.858926773,-9.628120422,1.216750264
7.935497284,-9.76211834,1.592423439
7.899604797,-9.99691391,1.860718727
7.772785187,-10.28883839,2.239083767
7.598109245,-10.53799057,2.578864574
7.470990658,-10.70070267,2.83519578
7.363313675,-10.81555843,2.973979473
7.152745247,-10.97109222,3.017050266
7.011269569,-11.03809071,3.009871721
6.78873682,-11.05753231,3.021835804
6.453442574,-10.96869946,3.038585663
5.970092297,-10.80359459,3.052942514
5.376373291,-10.5475626,2.830410004
4.68664217,-10.31755257,2.315654039
4.03788805,-10.07826996,1.551745534
3.420240879,-9.841081619,0.730708242
2.840878725,-9.659226418,-0.045164529
2.314158678,-9.551549911,-0.844666421
1.873580098,-9.503693581,-1.663310885
1.466800332,-9.386445045,-2.350649118
1.153041363,-9.271290779,-2.939582586
0.935294569,-9.151649475,-3.387040377
0.774676323,-9.00568676,-3.58355093
0.664606512,-8.826225281,-3.669692516
0.621535659,-8.636893272,-3.66251421
0.633499801,-8.428717613,-3.535694599
0.695713162,-8.153244019,-3.26979208
0.695713162,-7.878069401,-2.927618504
0.767497838,-7.64327383,-2.482254505
0.812961519,-7.45184803,-1.979462504
0.824925602,-7.317849636,-1.445564032
0.889830947,-7.157530785,-0.930808008
0.937687397,-7.061518669,-0.447158724
0.952044308,-6.965806007,0.091525465
0.99750793,-6.951448917,0.443270385
1.019043326,-7.006484032,0.613459885
1.09322083,-7.030412197,0.857527793
1.117149115,-7.0591259,1.216750264
1.148255825,-7.047161579,1.341177106
1.23679018,-7.104589462,1.46321106
1.389930844,-7.186244488,1.55892396
1.555334687,-7.262814999,1.561316729
1.799402595,-7.439883709,1.472782373
2.053340912,-7.64327383,1.400997639
2.29501605,-7.983353615,1.374676585
2.445763826,-8.344968796,1.298106313
2.563311338,-8.610571861,1.266999602
2.618346214,-8.874081612,1.195214868
2.675773859,-9.158827782,1.137787223
2.670988321,-9.410373688,1.262213945
2.694916487,-9.68315506,1.379462242
2.776272535,-9.680762291,1.30289197
3.03948307,-9.381659508,1.106680512
3.396312714,-8.957830429,0.663709164
3.614059448,-8.646464348,0.026919255
3.724428415,-8.467002869,-0.634097993
3.753142357,-8.43589592,-1.043270707
3.817748547,-8.471788406,-1.242174029
3.836891174,-8.62014389,-1.258923769
3.757927895,-8.689535141,-1.22542429
3.736392498,-8.730213165,-1.155733347
3.73160696,-8.746963501,-0.964307547
3.681357622,-8.763712883,-0.86380899
3.621237993,-8.763712883,-0.854237676
3.585345745,-8.734998703,-0.86380899
3.542274714,-8.723034859,-0.878165901
3.470490217,-8.74935627,-0.921236694
3.379562855,-8.816654205,-0.823130965
3.281457186,-8.90518856,-0.667597532
3.216850996,-8.953044891,-0.511764944
3.106482029,-9.022437096,-0.337088883
3.00837636,-9.008079529,-0.203090817
2.958127022,-8.991330147,-0.049950171
2.900699139,-8.929117203,-0.008973085
2.836092949,-8.893224716,0.074775711
2.752344131,-8.866903305,0.091525465
2.64227438,-8.787641525,0.046061836
2.572882652,-8.684749603,0.046061836
2.534298182,-8.627322197,-0.006580262
2.448156595,-8.634500504,-0.13369897
2.390728951,-8.605786324,-0.148055896
2.340479612,-8.54357338,-0.088235334
2.362015009,-8.490931511,-0.17437695
2.35962224,-8.38564682,-0.2222334
2.390728951,-8.337790489,-0.298803717
2.390728951,-8.30668354,-0.329910427
2.429013968,-8.289934158,-0.370588422
2.460120678,-8.236992836,-0.449551553
2.452942371,-8.208278656,-0.461515665
2.496013165,-8.208278656,-0.48544389
2.541476727,-8.186743736,-0.50219363
2.563311338,-8.229814529,-0.566799879
2.601596355,-8.270791054,-0.665204704
2.592025042,-8.301898003,-0.75134629
2.599203587,-8.342576027,-0.856630504
2.589632273,-8.390432358,-0.937986493
2.6087749,-8.433503151,-0.981057286
2.644667149,-8.483752251,-1.062413216
2.666202545,-8.498109818,-1.107876897
2.692523718,-8.536395073,-1.107876897
2.711666346,-8.596215248,-1.100698471
2.754737139,-8.696713448,-1.048056364
2.718844652,-8.761320114,-1.03848505
2.730808735,-8.79960537,-0.997807026
2.800200701,-8.840581894,-0.969093144
2.83370018,-8.871688843,-0.935593665
2.895913601,-8.845368385,-0.899701297
2.991626501,-8.845368385,-0.897308469
2.970091105,-8.831010818,-0.904486954
3.00837636,-8.816654205,-0.89491564
3.010769129,-8.768498421,-0.878165901
3.049054146,-8.732605934,-0.823130965
3.13070941,-8.679964066,-0.746560693
3.197708368,-8.622536659,-0.665204704
3.377170086,-8.519644737,-0.55005008
3.599702597,-8.423932076,-0.408873558
3.582952738,-8.376075745,-0.315553486
3.640380621,-8.359326363,-0.203090817
3.729214191,-8.328219414,-0.119342029
3.846462488,-8.359326363,-0.028115666
3.918246984,-8.421539307,0.077168532
3.968496323,-8.502895355,0.103489578
4.047459602,-8.648857117,0.127417803
4.10249424,-8.790034294,0.16331014
4.080958843,-9.010472298,0.168095797
4.152743816,-9.194720268,0.141774744
4.171886444,-9.343074799,0.077168532
4.004388809,-9.518050194,0.050847482
3.870390654,-9.635298729,-0.001794617
3.79621315,-9.757332802,-0.025722843
3.808177233,-9.807581902,-0.083449692
3.781856298,-9.872187614,-0.071485579
3.705285788,-9.956235886,-0.100199446
3.614059448,-9.939486504,-0.155234367
3.626023531,-9.958628654,-0.18155542
3.64277339,-10.00409222,-0.102592275
3.585345745,-9.994521141,-0.052342996
3.549453259,-9.965806961,0.029312078
3.530310631,-9.96819973,0.218345061
3.542274714,-9.91047287,0.335593373
3.559024572,-9.865009308,0.445663214
3.594916821,-9.836296082,0.618245542
3.554239035,-9.821938515,0.761814892
3.559024572,-9.805189133,0.826421142
3.539881945,-9.798010826,0.855134964
3.554239035,-9.836296082,0.871884763
3.501596928,-9.891330719,0.886241674
3.427419424,-10.02084255,0.831206739
3.350848913,-10.12373352,0.721136928
3.267100334,-10.28644562,0.584746063
3.178565741,-10.46112156,0.431306273
3.087339401,-10.5978117,0.278165638
2.996412039,-10.75813103,0.108275227
2.903092146,-10.92084217,-0.100199446
2.888735056,-11.06710339,-0.250947267
2.869592667,-11.2130661,-0.372981221
2.917448997,-11.37817097,-0.506979287
2.991626501,-11.57438183,-0.514157772
3.113959551,-11.7708931,-0.583549619
3.231207848,-11.93839073,-0.516550601
3.350848913,-12.18515015,-0.387338162
3.492025614,-12.45075321,-0.29401809
3.609273911,-12.69721413,-0.236590341
3.729214191,-12.95593834,-0.112163559
3.832105398,-13.15454292,-0.107377917
3.95653224,-13.42044449,-0.114556387
4.021138668,-13.58554935,-0.284446806
4.083351612,-13.68365574,-0.444765896
4.169493675,-13.7171545,-0.696311414
4.232006073,-13.7171545,-0.930808008
4.332504272,-13.59512138,-1.172782183
4.440181732,-13.43480206,-1.388136268
4.590929508,-13.22393417,-1.596311808
4.775176525,-12.97268772,-1.680060625
4.931009293,-12.68764305,-1.73060894
5.069792747,-12.49143124,-1.653739572
5.239683151,-12.26172066,-1.505384564
5.344967365,-12.13938713,-1.290030479
5.450551033,-12.06521034,-1.036092162
5.491229057,-12.02453232,-0.691525757
5.47208643,-12.02213955,-0.396909446
5.433801174,-12.07238865,-0.1265205
5.352146149,-12.13938713,0.110668048
5.282754421,-12.25454235,0.376271367
5.122435093,-12.41007519,0.58953166
4.947759151,-12.5991087,0.70199436
4.792225361,-12.78365517,0.740279496
4.631607533,-12.86501122,0.800100088
4.449752808,-13.06122208,0.809671342
4.28704071,-13.23111248,0.74985081
4.133601189,-13.34387493,0.773779035
3.997210264,-13.43719482,0.792921603
3.841676712,-13.48983669,0.847956538
3.688536167,-13.54487133,0.92452687
3.530310631,-13.50658607,0.984347403
3.329313517,-13.40848064,1.082453132
3.125923634,-13.3271246,1.195214868
2.852842808,-13.13539982,1.300499082
2.510370016,-12.98943806,1.324427366
2.196910381,-12.80040455,1.391426325
1.801795483,-12.65175056,1.424925923
1.433300734,-12.48186016,1.451246977
1.011864901,-12.29522038,1.479960799
0.623928487,-12.09870911,1.520638824
0.20249261,-12.01017475,1.482353687
-0.180359006,-11.84506989,1.546959877
-0.613758981,-11.73260784,1.482353687
-1.068694472,-11.70150089,1.393819213
-1.459023595,-11.62732315,1.317248821
-1.849053741,-11.66082287,1.133001566
-2.186740875,-11.67278671,0.883848846
-2.461915493,-11.61535931,0.737886667
-2.708675146,-11.60788155,0.495912492
-2.914458036,-11.70150089,0.172881439
-3.094218731,-11.85942745,-0.289232433
-3.211467028,-12.13699436,-0.803988397
-3.177967548,-12.37896919,-1.342672586
-3.062813044,-12.606287,-1.835893154
-2.842673302,-12.82194042,-2.290828466
-2.617748022,-13.00379467,-2.623430967
-2.394916296,-13.14018536,-2.939582586
-2.119741678,-13.24068451,-3.138186932
-1.837089539,-13.37019539,-3.327219963
-1.573879123,-13.57119274,-3.329612732
-1.281655669,-13.67169094,-3.226721287
-0.932303548,-13.78654671,-3.104687452
-0.532403052,-13.911273,-3.032902718
-0.134895369,-13.96391487,-2.906083107
0.099601239,-14.00698566,-2.776571512
0.303290278,-14.00937843,-2.515753984
0.501894534,-13.90409374,-2.254637241
0.700498819,-13.80329609,-1.965105653
0.820139945,-13.6788702,-1.696810365
0.964008451,-13.5161581,-1.407278776
1.081256747,-13.33669567,-1.129412293
1.198505044,-13.10429287,-0.839880765
1.327717423,-12.9320097,-0.573978305
1.445264935,-12.74776268,-0.267697036
1.610369682,-12.53450203,-0.025722843
1.753939033,-12.34068394,0.247058943
1.919043779,-12.15613747,0.412163705
2.067697763,-11.95992565,0.476769924
2.232802629,-11.71107197,0.536889553
2.376372099,-11.54088306,0.488734037
2.531905413,-11.3829565,0.455234498
2.714059114,-11.16520977,0.529711127
2.936591625,-10.91605663,0.58953166
3.111566782,-10.717453,0.627816856
3.262314558,-10.59302616,0.577567577
3.355634689,-10.45394325,0.424127817
3.436990738,-10.31755257,0.223130718
3.515953779,-10.10459137,-0.04755735
3.549453259,-9.929615974,-0.346660167
3.616452217,-9.750154495,-0.552442908
3.647558928,-9.630513191,-0.713061154
3.606881142,-9.503693581,-0.875773072
3.575774431,-9.357432365,-0.918843865
3.49920392,-9.225827217,-0.995414197
3.441776276,-9.094221115,-1.088734269
3.32213521,-8.950652122,-1.206281662
3.149851799,-8.838189125,-1.268495083
2.996412039,-8.723034859,-1.220638633
2.850450039,-8.522037506,-1.194317579
2.764308453,-8.277970314,-1.069591761
2.639881611,-8.064709663,-0.854237676
2.534298182,-7.854141235,-0.619741082
2.457727909,-7.696215153,-0.447158724
2.364407778,-7.506882668,-0.425623328
2.29501605,-7.368099213,-0.442373097
2.189731836,-7.155138016,-0.382552534
2.098804474,-6.913163662,-0.265304208
1.983649969,-6.72413063,-0.081056871
1.849651933,-6.520441532,-0.00418744
1.787438512,-6.089733601,-0.008973085
1.765903115,-5.613262653,-0.207876474
1.713261008,-5.301896572,-0.315553486
1.737189293,-5.175076962,-0.164805666
1.751546144,-5.127220631,-0.020937199
1.701296926,-4.988437176,0.146560386
1.653440475,-4.911866665,0.407378048
1.552941918,-4.885545731,0.426520646
1.447657704,-4.902295589,0.381056994
1.366002679,-4.909473896,0.220737889
1.232004523,-4.974080086,0.048454657
1.081256747,-5.026721954,-0.114556387
0.935294569,-5.057828903,-0.339481711
0.77946198,-5.155934811,-0.564407051
0.602393091,-5.237290382,-0.880558729
0.446859628,-5.266004562,-1.117448211
0.339182615,-5.342574596,-1.361815214
0.231206492,-5.404788017,-1.653739572
0.128315121,-5.452943802,-1.931606054
0.025423741,-5.500800133,-2.247458696
-0.075074807,-5.546263695,-2.558824778
-0.14925231,-5.565406322,-2.886940479
-0.247358039,-5.627619743,-3.064009428
-0.305084884,-5.720939636,-3.274577856
-0.376869559,-5.790331841,-3.461517096
-0.498903513,-5.874080658,-3.576372623
-0.685543716,-5.931508064,-3.557229996
-0.817148924,-5.917151451,-3.490231037
-0.874875784,-5.871687889,-3.411267757
-0.891625524,-5.835795403,-3.332005501
-0.872482956,-5.787939072,-3.303291559
-0.872482956,-5.675476074,-3.260220766
-0.894018352,-5.610869884,-3.253042459
-0.994516909,-5.53429985,-3.305684566
-1.152443171,-5.431109428,-3.447160006
-1.207478166,-5.328217983,-3.542873144
-1.252941728,-5.254040241,-3.569194078
-1.343868971,-5.215754986,-3.545265913
-1.377368569,-5.172684193,-3.416053534
-1.372582912,-5.100899696,-3.305684566
-1.427916884,-5.0291152,-3.202793121
-1.346261859,-4.952544689,-3.119044304
-1.296012521,-4.806283474,-2.999403238
-1.26490593,-4.732105732,-2.836392164
-1.190728426,-4.665106773,-2.649751902
-1.051944613,-4.564608097,-2.585145712
-0.932303548,-4.500001907,-2.527718067
-0.778863788,-4.447360039,-2.482254505
-0.659222662,-4.409074783,-2.499004126
-0.532403052,-4.375575542,-2.522932291
-0.374476731,-4.320241451,-2.532503605
-0.21385853,-4.291527271,-2.506182671
-0.087038927,-4.253242016,-2.508575439
0.085244305,-4.22931385,-2.496611357
0.235992134,-4.171886444,-2.424826622
0.391824722,-4.035495281,-2.549253464
0.554536641,-3.865604877,-2.690429926
0.676570594,-3.767499208,-2.822035313
0.793818891,-3.623630762,-2.953939438
0.848853827,-3.532703638,-3.097508907
0.925723255,-3.408276796,-3.162115097
0.968794048,-3.288635731,-3.276970625
1.040578723,-3.175873756,-3.305684566
1.117149115,-3.080160856,-3.439981699
1.196112275,-2.97726965,-3.607479334
1.25353992,-2.888735056,-3.818047523
1.325324655,-2.795415163,-3.997808456
1.401894927,-2.728415966,-4.170091629
1.466800332,-2.656631231,-4.356731892
1.55054903,-2.620440006,-4.53170681
1.567298889,-2.618046999,-4.684847832
1.627119422,-2.620440006,-4.86670208
1.603191137,-2.685345173,-5.017449856
1.579262972,-2.81695056,-5.197210789
1.476371527,-2.970091105,-5.283352375
1.363609791,-3.216850996,-5.350351334
1.287039518,-3.415455103,-5.443671703
1.246361494,-3.633202076,-5.486742496
1.181755304,-3.911068678,-5.608776093
1.126720309,-4.147958279,-5.652146339
1.165005565,-4.344468594,-5.601597786
1.222433209,-4.550251484,-5.637490273
1.251147151,-4.842175961,-5.656931877
1.318146229,-5.155934811,-5.692824364
1.337288737,-5.589334488,-5.678467274
1.377966762,-6.051448345,-5.723930836
1.476371527,-6.590132713,-5.810072422
1.548156261,-7.200601578,-5.704788208
1.710868239,-7.875676632,-5.71435976
1.892722726,-8.534002304,-5.805286884
2.127518415,-9.087042809,-5.953641891
2.460120678,-9.699904442,-6.073283195
2.857628345,-10.31515884,-6.265007973
3.326920748,-10.99501991,-6.365506649
3.832105398,-11.78285694,-6.506682873
4.392324924,-12.68046474,-6.549753666
4.969294548,-13.65015602,-6.662216663
5.591727257,-14.66770363,-6.741179466
6.178267956,-15.7307148,-6.930511475
6.693024158,-16.72433472,-7.172186852
7.138388157,-17.69851303,-7.418946743
7.598109245,-18.70888138,-7.730013371
8.146065712,-19.68575096,-8.127521515
8.715856552,-20.52114677,-8.383553505
9.271290779,-21.1893425,-8.496315002
9.894022942,-21.61047935,-8.525029182
10.50688457,-21.76870346,-8.620741844
11.14845943,-21.67508507,-8.80738163
11.7708931,-21.32333946,-9.005986214
12.43400383,-20.70090675,-9.140283585
12.8315115,-19.66660881,-9.525527954
12.31436253,-18.45045662,-9.896714211
10.98814106,-17.08804321,-9.515956879
9.513264656,-15.57518196,-8.647063255
8.129315376,-14.15294743,-7.80897665
6.891628265,-12.76211929,-7.162615299
5.828616619,-11.49302673,-6.710072994
4.849653244,-10.31276608,-6.533003807
4.05224514,-9.163613319,-6.3846488
3.336492062,-7.997710705,-6.327221394
2.670988321,-6.970591545,-6.248258114
2.034198284,-6.010770321,-6.351149559
1.481157184,-5.115256786,-6.487540245
0.98075819,-4.363611221,-6.482754707
0.394217521,-3.774677753,-6.391827583
-0.252143681,-3.221636534,-6.501897335
-0.834197819,-2.747558594,-6.789335251
-1.379761338,-2.393121719,-6.762714863
-1.894517303,-2.165803671,-6.698108673
-2.337488651,-2.04586339,-6.521039963
-2.706282377,-2.01475668,-6.154638767
-2.92402935,-2.029113531,-5.755037785
-3.03888464,-2.204088688,-5.319244862
-3.029313564,-2.481656075,-4.938487053
-3.010170937,-2.950948477,-4.694418907
-2.895315409,-3.539881945,-4.478765965
-2.730210543,-4.22931385,-4.306482315
-2.510071039,-4.962115765,-4.229912281
-2.277667999,-5.711368561,-4.136591911
-2.01924324,-6.491727829,-4.000201225
-1.710269928,-7.236494064,-3.803690672
-1.303191066,-7.937890053,-3.497409344
-0.872482956,-8.651249886,-3.095116138
-0.352941334,-9.333503723,-2.637787819
0.135493577,-10.05194855,-2.149353027
0.592821837,-10.78923702,-1.620239973
0.99750793,-11.5767746,-1.0863415
1.303789258,-12.38854027,-0.636490822
1.560120344,-13.28136253,-0.270089865
1.722832322,-14.21037579,-0.069092751
1.883151412,-15.01735497,-0.057128642
2.165803671,-15.49591923,-0.109770738
2.345265388,-16.11386681,-0.262911379
2.505584478,-16.71715546,-0.463908494
2.541476727,-17.29412651,-0.811166883
2.543869495,-17.75115395,-1.206281662
2.551347256,-18.1654129,-1.646561027
2.603989124,-18.50788498,-1.962712765
2.867199659,-18.73281097,-2.139781713
3.21206522,-18.86680794,-2.264208317
3.726821184,-18.87159348,-2.30039978
4.349254131,-18.63470459,-2.372184515
4.854438782,-17.99312973,-2.683251381
5.031507969,-16.99233055,-3.394218922
5.041079044,-15.77857208,-4.354339123
4.828117847,-14.55524063,-5.027021408
4.471288204,-13.43719482,-5.185246468
3.858426571,-12.50100327,-4.869094849
3.176172972,-11.64407349,-4.320839405
2.507977247,-10.74138069,-3.67926383
1.931007862,-9.862616539,-3.075973511
1.418644667,-8.912366867,-2.606681108
0.956829965,-8.067102432,-2.228316069
0.482751966,-7.269993305,-1.931606054
-0.036789648,-6.635596275,-1.541276932
-0.613758981,-6.149554253,-1.062413216
-1.176371455,-5.807081223,-0.351445824
-1.683948994,-5.586941719,0.347557485
-2.141277075,-5.431109428,1.034596682
-2.48345089,-5.306682587,1.575673699
-2.670390129,-5.153541565,2.023430586
-2.656033039,-5.019543648,2.440080881
-2.437987089,-4.907081127,2.83519578
-2.031207323,-4.811069012,3.318545818
-1.506880045,-4.803890705,3.591626883
-0.877268612,-4.858925343,3.792623997
-0.108574331,-4.981258392,3.785445452
0.808175862,-5.096114159,3.517449379
1.730010748,-5.239683151,3.239582777
2.623131752,-5.527121067,2.9476583
3.432204962,-5.991328716,2.576471806
4.18145752,-6.463014126,2.310868502
4.895116806,-6.949056149,2.246262312
5.591727257,-7.348956585,2.344367981
6.118447304,-7.734499931,2.416152716
6.573382854,-8.155636787,2.389831543
6.920341969,-8.502895355,2.344367981
7.279564857,-8.862117767,2.387438774
7.583453178,-9.237791061,2.420938253
7.784749508,-9.532406807,2.408974171
7.954639912,-9.675976753,2.485544443
8.045567513,-9.96819973,2.449652195
8.076673508,-10.18834019,2.277369022
8.04317379,-10.38215828,2.095215321
7.863712311,-10.52363396,1.99950242
7.583453178,-10.67438221,1.906182289
7.236494064,-10.81555843,1.68125701
6.740880489,-10.91605663,1.482353687
6.178267956,-11.00698376,1.405783296
5.620441437,-11.00219822,1.317248821
5.036293507,-10.89452171,1.185643673
4.466502666,-10.82273674,1.03698957
3.903890133,-10.7677021,0.819242656
3.334099293,-10.68156052,0.539282382
2.790629387,-10.56431198,0.244666114
2.323729992,-10.46112156,-0.042771704
1.844866276,-10.30558777,-0.435194612
1.416251898,-10.17876816,-0.782453001
1.016650558,-10.06630611,-1.05523479
0.657428026,-9.929615974,-1.318744421
0.341575444,-9.881759644,-1.579562068
0.046959143,-9.845867157,-1.878963947
-0.237786755,-9.766903877,-2.199602127
-0.405583441,-9.695118904,-2.522932291
-0.541974306,-9.65444088,-2.752643347
-0.671186745,-9.558728218,-2.889333248
-0.783649445,-9.463015556,-2.906083107
-0.86530447,-9.391230583,-2.824428082
-0.917946577,-9.307182312,-2.771785975
-0.925125063,-9.194720268,-2.611466885
-0.944267631,-9.103793144,-2.388934374
-0.944267631,-9.000901222,-2.168495417
-0.894018352,-8.883653641,-1.950748682
-0.822233677,-8.816654205,-1.670489311
-0.731007338,-8.737391472,-1.46470654
-0.565902531,-8.644071579,-1.251745343
-0.374476731,-8.536395073,-1.10309124
-0.185144648,-8.433503151,-0.978664458
-0.024825536,-8.4646101,-0.837487936
0.197706968,-8.414361,-0.727418065
0.399003178,-8.366504669,-0.643669307
0.686141908,-8.330612183,-0.552442908
0.94965148,-8.246563911,-0.430408984
1.227218866,-8.227421761,-0.339481711
1.526620865,-8.186743736,-0.2222334
1.758724689,-8.201100349,-0.078664042
2.050948143,-8.244171143,0.026919255
2.278266191,-8.270791054,0.18005991
2.524727106,-8.318648338,0.290129751
2.733201742,-8.414361,0.38823548
2.883949518,-8.488538742,0.471984267
3.046661377,-8.593822479,0.522532642
3.171387196,-8.689535141,0.606281459
3.298206806,-8.746963501,0.68524456
3.436990738,-8.850153923,0.725922585
3.56381011,-8.941081047,0.757029235
3.719642878,-9.00568676,0.768993378
3.906282902,-9.022437096,0.694815874
4.054637909,-9.024829865,0.519840717
4.171886444,-9.072686195,0.347557485
4.332504272,-9.118149757,0.304486692
4.468895435,-9.089435577,0.282951266
4.57178688,-8.98415184,0.136989102
4.648356915,-8.941081047,-0.045164529
4.698606491,-8.93390274,-0.210269287
4.70099926,-8.931509972,-0.262911379
4.698606491,-8.98415184,-0.396909446
4.70099926,-9.067900658,-0.473479778
4.70099926,-9.149256706,-0.411266387
4.643571377,-9.209076881,-0.301196545
4.62203598,-9.259325981,-0.248554453
4.559822559,-9.34068203,-0.215054929
4.425824642,-9.39840889,-0.224626228
4.356432915,-9.439086914,-0.308375031
4.234398842,-9.443872452,-0.399302274
4.085744858,-9.422337532,-0.480658263
4.006781578,-9.396016121,-0.459122837
3.927818298,-9.364610672,-0.416052043
3.858426571,-9.307182312,-0.401695103
3.820141315,-9.271290779,-0.322731942
3.686143398,-9.26171875,-0.270089865
3.525525093,-9.233005524,-0.241375983
3.458526134,-9.223434448,-0.17437695
3.360420227,-9.187541962,-0.095413804
3.324527979,-9.139685631,-0.042771704
3.283849955,-9.091828346,-0.032901313
