accx,accy,accz
6.127701,-0.02557965,-0.18318516
5.3604455,0.32518047,-0.10579498
5.3676662,0.5244355,-0.52016425
5.686899,0.189774,-0.83396745
5.602308,-0.6915604,-1.1776983
5.7018294,-0.8804533,-1.1774205
6.0812626,-0.31060457,0.46578714
7.085927,-0.2295848,-2.1986816
9.510171,0.3856197,-3.4350953
11.163311,0.041764453,-2.6500845
12.586654,-3.176014,-2.9026058
13.627576,-4.4576106,-4.9271235
13.379047,-2.5445383,-3.3454084
12.7236595,-1.3118789,0.823184
12.721103,-1.134526,1.9170182
10.951529,-4.450955,2.7186925
12.072801,-3.5687299,-0.3814155
11.898368,1.2007496,-1.0805032
11.206339,0.45821187,-0.979602
13.083469,-3.8674974,-0.22564873
14.039714,-4.182785,-1.2788868
11.665738,-2.0053546,-0.8988025
8.889307,-1.0998484,0.118781134
7.5095,-1.7334403,0.08463982
6.763754,-2.0544932,-0.07218039
5.811857,-1.898985,0.31092063
5.0604134,-1.9349076,0.22587857
4.731201,-2.0331752,-0.078280814
4.862451,-2.1364896,-0.7647463
5.455888,-1.4451593,-1.4454849
6.0548215,-1.6745813,-0.49958372
6.7288656,-1.9578153,-0.7452671
7.43323,-2.283848,-3.0017161
9.169208,-2.6603987,-3.1016116
11.624942,-2.0029414,-3.0925713
12.915847,-1.3214653,-5.0731792
13.259003,-1.8669697,-6.602547
12.366635,-3.4359667,-3.4944236
13.713288,-3.4433217,0.027466282
11.518946,-1.0224677,3.5785081
11.135738,1.9521364,4.5025835
11.236889,-2.4166784,-0.19763656
10.446353,-2.713751,-0.6441839
11.780832,-1.7807881,0.6986185
15.421273,-2.2667537,-0.57401466
14.180675,-0.73115087,-0.83088374
11.653441,-0.7365235,-0.7637504
8.911037,-1.1965549,-0.084381245
7.8918157,-0.5945952,-0.14903428
6.819146,-0.039734174,-0.37022978
5.696122,-0.20656215,-0.021001939
4.9887023,-0.4883022,-0.2934525
5.022901,-0.26111165,-0.8009754
5.6874356,0.055353943,-1.076117
6.1722903,-0.048046842,-1.8916396
6.4809895,0.16114892,-1.0792199
6.592157,0.25859293,-0.24431393
7.7007966,0.06599377,-3.0297377
10.119869,0.078347854,-3.6595948
11.336104,-1.4855447,-2.4831512
12.887969,-3.1536522,-3.0363362
13.153141,-2.455503,-5.066878
12.766621,-0.5491724,-3.6933336
12.3661375,-0.7713351,-0.03149812
12.189475,-0.22183716,1.245138
10.3163185,-5.230028,4.7347636
11.581338,-4.83307,1.1713775
12.607484,0.89999956,-0.59388655
11.876226,0.83150625,-1.2757742
13.391028,-3.3602333,-1.0061585
14.197473,-3.072661,-1.4515853
11.916564,-1.7715368,-1.5097836
9.508534,-0.9945418,-0.46298113
7.8815203,-1.1989013,0.06810067
6.5025177,-1.3290118,0.18057069
5.232662,-1.2989215,0.40177578
4.330584,-1.4239945,0.34134614
4.643334,-1.5550628,0.14237839
5.34925,-2.2523308,-0.09242576
5.8896117,-2.1446302,-0.9192777
6.4993954,-1.7501231,-1.5089505
6.42937,-1.4237648,-2.2718961
7.6405487,-1.8338915,-2.7654464
9.519758,-2.3164957,-2.2148855
11.582382,-2.1103258,-2.1473498
13.325533,-1.240953,-4.0673466
14.300269,-0.560339,-6.6551914
12.327399,-2.4293487,-4.5353456
11.592456,-4.53073,-1.1491976
12.000869,-3.4473345,2.1943722
11.931686,2.5348372,4.915698
11.911173,0.72703284,1.1665796
11.141303,-2.522301,-0.28377035
11.536653,-1.4960504,0.16242264
14.19412,-2.3368366,-0.23451684
14.459972,-0.6612211,-0.89819914
12.284237,0.05136999,-0.71218884
9.630446,-0.29067522,-0.3558167
7.7092624,-0.3418154,-0.08701487
6.634314,-0.27906814,-0.15365987
5.7907696,-0.15718412,-0.12209471
5.4545565,0.22845472,-0.1887876
5.299326,0.45917916,-0.6152907
5.625723,0.4442106,-1.0260304
5.91772,-0.14629531,-1.4832942
5.922709,-0.6689879,-1.9163477
6.583403,-0.4242334,0.4483382
7.2018256,-0.77040625,-0.84138954
8.695138,-0.39178717,-4.2862916
10.947507,0.48386815,-2.5930927
12.395213,-1.6113744,-2.346107
13.560634,-3.3678758,-4.467063
13.394246,-2.5205677,-4.666692
12.843024,-1.1972731,-0.22344606
12.87573,-0.22496876,0.7198024
10.4986515,-2.2407813,2.487767
10.255209,-4.415329,1.7478342
12.185692,-0.20350714,0.16328456
11.697792,1.7828662,-1.135589
13.57588,-2.7473273,-0.65562814
14.6784,-3.2921135,-1.0342952
12.872195,-2.1236856,-1.6492027
10.131275,-1.2347568,-0.15973157
8.384456,-1.6425372,0.19189048
7.189261,-1.4092271,-0.18792568
5.832678,-0.94963616,-0.33468068
4.651943,-1.1069927,-0.009892842
4.3105593,-1.4174345,0.19344193
4.8111773,-1.7598053,-0.09434113
5.210903,-1.7965899,-0.9192394
5.7813745,-1.6861788,-1.5102625
6.609567,-2.2260904,-0.100288324
7.447107,-2.284576,-1.4751347
9.150773,-2.5417037,-4.1624155
10.92299,-1.8304534,-3.8547893
12.931371,-0.5791574,-3.6040971
14.188901,-1.1825154,-6.314774
12.667549,-3.1380417,-4.6791415
13.276557,-3.6503053,-1.2782835
13.409033,-2.683335,3.1559505
11.185556,0.9092316,5.528978
11.053234,0.24394043,2.4276438
10.743654,-2.337708,-0.4013544
9.949928,-1.5690545,-0.35042492
12.694766,-1.5852584,0.7556771
15.2028265,-1.1386249,-0.61171854
13.655224,-0.32002816,-0.8220252
10.91823,-0.45670834,-0.5412428
8.472285,-0.47112143,-0.20867862
7.129875,-0.12763968,-0.07190266
6.012444,0.13069469,-0.04330632
5.2578583,0.10131304,0.18212213
4.9549923,0.005123592,0.013972561
5.3102727,0.312089,-0.5225297
5.743479,0.39483258,-0.8363329
6.062521,0.13663231,-2.2104707
6.404289,0.29289708,-2.0026538
7.3434,0.750994,0.22394405
8.222273,-0.010898406,-1.7679647
10.397157,-0.06940312,-3.4465396
12.384401,-0.6209601,-2.690939
13.611342,-2.3410313,-2.6895695
14.000649,-2.4073505,-5.3218126
13.095268,0.12508267,-3.2006645
12.087012,0.4615446,0.14437994
11.352366,-0.45833638,2.1375625
10.294406,-5.279751,3.0167325
12.532803,-3.6291308,1.3003484
12.139292,1.9135705,0.6609912
12.330483,0.16512331,-0.104990534
14.182169,-2.4362628,-0.7426143
13.769648,-2.4696,-1.4071106
11.280636,-1.8671229,-0.8035132
8.825631,-1.7131566,0.10626425
7.268107,-2.022363,0.25647646
6.067539,-1.9073551,0.5573702
5.3525157,-1.831593,0.8612997
4.791487,-1.5676466,0.58498013
5.00166,-1.4199245,0.19815372
5.5963316,-1.3555108,-0.27389666
5.810086,-0.88284755,-1.1921208
6.514958,-0.8656859,-0.3734859
7.010874,-1.4990385,-0.5144373
8.362449,-2.3883026,-2.3749425
9.838799,-2.604815,-2.984267
11.871563,-1.3102317,-2.7090294
13.58109,-0.32420364,-4.5722737
13.938353,-0.915016,-6.3411584
12.0625725,-2.6061938,-2.2136502
11.686559,-4.1945744,-0.39991787
10.359145,-1.7313908,2.779735
10.678714,2.4133458,3.6792176
12.186889,-0.29112533,1.2834836
10.500739,-3.112692,-0.009768343
11.609035,-1.870044,-0.09800904
14.51978,-2.840002,-0.19542432
14.52361,-0.9600366,-0.33795592
12.333538,0.047682922,-0.8779825
9.833044,-0.53649276,-0.7147363
8.119179,-0.45161346,-0.007134721
6.981779,-0.27102363,-0.49551356
5.880667,0.14435121,-0.33768776
5.219379,0.54340714,0.001752556
5.2530985,0.62163055,0.049943045
5.362734,0.4139958,-0.2581907
5.545823,-0.18933347,-0.9100552
5.825734,-0.7606571,-1.6924517
6.8033442,-0.2957701,0.070715144
7.7027698,-0.61221653,-1.0374843
9.34231,-0.380544,-3.636304
11.590541,-0.19759825,-2.9278312
13.121768,-1.9073265,-2.2891538
13.675652,-3.7916398,-4.0051165
12.88861,-1.9872928,-3.4218507
12.340079,-1.3540839,-0.1827159
11.967034,-0.7784507,1.7531016
11.146531,-3.148672,2.407906
11.875806,-2.6061938,1.6494135
13.095268,1.4515662,0.39304173
12.508613,0.92425764,-0.5104917
13.485312,-2.707411,-0.5790712
14.17238,-3.3001485,-0.9075174
11.890458,-2.5576298,-0.53662676
9.384332,-2.0756292,0.23799323
7.640271,-2.0256383,0.28140488
6.3319354,-1.5809488,0.3429263
5.4492702,-1.1544553,0.44173023
4.675828,-1.2227858,0.5370961
4.552536,-1.5299044,0.42942402
4.970085,-1.4047835,-0.060199805
5.363165,-1.4017763,-1.0720085
6.0899205,-1.8782417,-0.8226381
7.013823,-2.3564882,0.58356273
7.571337,-2.1234078,-2.6046617
9.773811,-2.6811802,-4.1336374
11.65618,-2.2612085,-3.0241544
13.101685,-0.89609224,-3.0803704
14.248814,-0.8902983,-5.968103
13.494908,-1.2859353,-3.3621583
13.604821,-1.6012037,0.32162747
12.442533,-1.2374,2.6532638
10.94359,0.39853883,3.009071
10.252728,-2.4543824,0.44992796
9.353561,-2.4746757,-0.0374932
11.655261,-0.35504097,0.8727153
15.342302,-0.4695987,0.5300092
14.705704,-0.52726066,-0.47447333
11.902199,-0.37407964,-0.46426442
9.228488,-0.37260482,-0.09891884
7.7209077,-0.24315512,0.113360666
6.5284615,0.13511917,-0.20379445
5.659146,0.21376391,-0.03652594
5.1158247,0.13793476,-0.105335295
4.893729,0.116281584,-0.40490738
5.378086,0.4751916,-0.39018783
5.699512,0.17601213,-0.72619015
5.9635444,-0.05588067,-0.8778484
6.9409246,0.1328303,0.8133869
7.7497435,-0.36404315,-0.37357208
9.80688,-0.35160288,-2.8450396
12.463208,-0.69911647,-2.374052
13.100602,-3.1937597,-2.744914
13.863577,-3.7130141,-3.553886
13.065082,-0.8842649,-4.4744663
13.454427,-0.15402378,-1.2347376
12.575563,-0.58066094,1.2727767
11.5054035,-2.1195867,2.3583367
11.219564,-4.1665144,2.6761045
12.53038,-0.04694551,0.067535646
11.17011,1.8835185,0.79665625
12.622308,-1.4185357,0.769688
13.867857,-3.2037005,-0.3660064
12.299483,-2.7696316,-0.9099595
9.985889,-2.1083627,-0.055430558
8.037191,-1.8937944,0.5180382
6.5867844,-1.7515883,0.22278526
5.6549892,-1.5092281,0.36890817
5.1450534,-1.3200862,0.39587647
5.096518,-1.2637745,0.3027899
5.0371037,-1.5608854,0.10888829
5.2609324,-1.4287637,-0.6034059
5.635769,-1.4770117,-0.9527678
6.2826443,-2.3687754,0.21734563
7.6358943,-2.5232205,-1.6731639
9.691546,-2.9785593,-3.217903
11.741328,-2.5867913,-1.9626324
13.083048,-1.4120905,-2.7616735
14.360805,-0.8749754,-6.5968013
13.126221,-1.6336979,-3.2918262
12.380073,-3.477645,1.0012072
11.735678,-2.7576606,2.8236928
11.674616,2.579235,3.6798594
12.348469,-0.7324821,0.48524722
10.746192,-2.747538,-0.34926614
10.951624,-1.1044644,0.6466547
14.806184,-0.9468493,-0.03395936
14.361255,-0.32912612,-0.44927675
11.560604,-0.3351978,-0.73102635
9.013078,-0.5222424,-0.16016252
7.2473254,-0.41503963,0.13488933
6.297143,0.28463227,-0.37131196
5.70386,0.42983583,-0.57887965
5.3601575,0.5817336,-0.2627301
5.7340746,0.6672257,-0.35250312
5.759999,0.059060168,-0.74784327
5.67309,-0.5992783,-1.3384066
5.956017,-0.3127402,-0.6729718
6.585558,-0.18937178,0.00248997
8.249548,-0.24872883,-1.9256469
10.194444,0.21732648,-3.0589948
11.417163,-1.4672339,-3.8275242
12.92028,-3.0422738,-2.4662576
12.706009,-2.6100726,-3.9431448
13.157316,-1.3809468,-2.7821965
12.369547,-0.20132364,1.4451976
12.908098,-1.0413724,2.776709
11.41091,-3.4040854,3.2052326
13.241228,-0.9057361,0.7985046
12.888017,2.6077359,-0.75978553
12.746844,-0.20570022,-0.6583576
14.582125,-2.7267754,-0.3863188
14.101331,-2.241107,-1.243376
10.697197,-1.2316539,-0.4426879
7.6808195,-1.5515863,0.42294052
5.9335694,-1.6592871,0.5777209
4.695575,-1.2883774,0.42772892
3.5805862,-1.1143955,0.41599736
3.7067604,-1.2465075,0.44043735
4.6178117,-1.745622,0.5309765
5.674095,-1.841256,-0.12966038
6.714385,-1.9376466,-0.9502491
7.6626234,-1.9441302,-0.5586726
8.239712,-1.7332296,-2.1235132
9.738751,-2.392631,-3.296701
11.241965,-2.7893026,-2.747174
12.76394,-1.3560375,-2.678815
13.879063,-1.0049614,-5.4853554
13.273004,-2.1508455,-4.5414944
11.850723,-2.4070153,-0.8694304
11.346437,-1.7914567,0.49116567
11.0874815,2.490075,3.5849626
12.318676,0.56751204,2.2563627
11.859793,-2.9144232,0.61592275
12.380905,-1.709776,0.3461728
14.789281,-1.2675287,-0.26983613
14.351199,-0.1307713,-0.82979196
12.433769,0.32615733,-1.1839232
9.763765,-0.059548583,-0.7983418
7.466098,-0.12047622,-0.42667547
6.4435153,0.38291904,-0.46053907
5.727323,0.29158503,-0.3529628
5.230708,-0.03251326,-0.31094936
5.0421696,-0.09178412,-0.23720793
5.3510695,0.0806846,-0.49824294
5.893069,0.14818193,-0.9959113
6.022308,0.03250368,-2.1431746
6.7313075,0.49185523,-0.26547867
7.417725,0.024669856,-0.46780786
8.902054,-0.19303012,-4.023274
11.324469,0.3692338,-2.4640644
12.685237,-1.5728372,-1.7233465
13.660606,-3.5799158,-3.8681774
12.661831,-1.5390216,-5.839793
12.377074,0.69949,-2.3655
12.100065,0.83019423,0.14935988
11.6159,-1.2003762,2.5157123
10.741595,-4.98876,2.7908442
12.498345,-0.89545053,1.3285809
11.929398,2.629092,-0.9874071
12.975156,-1.0417938,-0.9244013
14.206072,-2.735749,-0.83640003
13.224257,-2.0825627,-1.499182
10.390107,-1.0715777,-0.28344476
8.507949,-1.0773716,0.3834745
7.340862,-1.6082523,0.11366712
6.1920185,-1.352293,0.3234758
5.370951,-1.3787154,-0.039121255
5.0722117,-1.4415393,-0.1976653
5.0196643,-1.688506,-0.535286
5.393514,-1.6100624,-0.84520113
5.7293825,-1.2489976,-1.1236275
6.1743493,-1.3541509,-0.38841614
6.7804365,-1.3516992,-1.6015294
8.318156,-2.0838652,-2.8266232
9.980632,-2.1855805,-2.8163185
12.386949,-1.2133335,-3.2612188
14.12737,-0.024258051,-6.028945
12.667865,-1.1432792,-6.535175
11.750196,-3.0644825,-2.129805
13.130405,-2.7728207,0.85674113
11.774761,0.56770355,3.3615072
12.383568,2.446309,2.9111004
11.341199,-2.094419,0.09436986
8.680811,-2.3183725,-0.95794886
11.365706,-0.7571902,-0.28182626
14.848715,0.014010868,-0.18123148
14.340483,0.5929958,-1.0900321
12.24207,0.6712767,-1.280716
9.064859,-0.3792703,-0.6929777
7.684267,-0.8151874,-0.49324387
6.661876,-0.47702074,-0.22934537
5.5468,-0.269884,-0.13796349
4.8610244,0.3039966,-0.30467653
5.047217,0.5545546,-0.36058593
5.740501,0.5527254,-0.40256107
6.1348453,0.23694935,-1.2520527
6.2256045,0.048659757,-2.7878373
7.0719643,0.49502516,-1.3266846
7.8222303,0.11418427,0.42178175
9.058022,-0.8556398,-3.1543798
11.401581,-0.3110068,-3.6266122
12.494352,-0.95971096,-2.5055225
14.186268,-2.3978887,-4.2338295
13.467748,-1.0054115,-4.164924
13.226116,-0.8119217,-0.6290526
13.833553,-0.96191365,3.222021
12.409597,-2.1624238,3.1713214
10.880402,-2.496846,1.0773716
11.849958,0.30387208,-0.20080648
12.416665,-0.7921935,0.47467443
14.353363,-2.9808004,0.024478318
13.754076,-1.9775723,-0.3596187
11.270552,-1.1638789,0.059404936
8.947122,-1.3437313,0.49288952
7.6869965,-1.3924006,0.06600335
6.446417,-0.9998953,-0.34757105
5.1751437,-0.5951028,0.08409394
4.1880527,-0.89109313,0.3506069
4.1102123,-1.2971114,0.12372277
4.8807144,-1.5202128,-0.09018479
5.854714,-1.5364549,-0.43648213
6.6733108,-1.7445111,-0.7322905
7.270386,-2.0431926,-0.46814305
7.874022,-2.1820083,-2.4087775
9.598641,-3.1957421,-3.3038836
11.364873,-2.4916458,-2.9580362
12.676148,-1.4537401,-2.853649
13.450318,-1.9510254,-5.0964603
12.779492,-3.2109787,-3.9193752
12.997374,-2.5080125,2.0676708
12.350777,-0.9777345,3.4908035
12.760013,1.690632,3.4333713
11.259951,-1.399363,-0.62704146
10.1481495,-1.8688947,-0.22140619
12.042538,-0.6213336,0.66852814
15.88981,-0.1535641,0.3973034
14.548003,0.30985758,-0.7363224
11.666045,0.023357833,-0.9016755
8.819847,-0.28921,-0.584099
7.128793,-0.2909721,-0.15584338
6.181647,-0.3999466,-0.20704098
5.3906503,-0.33122346,-0.06680781
4.753812,-0.21188685,0.058887787
4.6797833,0.20657171,-0.087848045
5.2973723,0.63879216,-0.4065546
5.7989764,0.63937634,-1.3895372
6.1333413,0.42896432,-1.4809766
6.910643,0.2851973,0.20419668
7.956574,-0.25850675,-1.9095674
10.120338,0.15293202,-3.6412456
11.554829,-0.26667574,-2.0177183
12.769648,-2.213248,-2.9014277
14.091198,-2.5089989,-5.019731
13.126575,-0.20347841,-0.96800447
12.689451,-0.360969,2.5599859
13.450099,-2.1781585,2.4063833
11.522804,-2.9750447,1.6443281
12.113492,-0.15380351,-0.9109842
12.278491,1.6304896,-0.19398779
14.040145,-2.0962958,0.022361843
14.899932,-2.1147027,0.215459
13.102355,-1.6089514,-0.341892
10.25043,-1.4676169,0.3814921
8.110157,-1.4998237,0.74239403
6.6278777,-1.6929113,0.1707832
5.2856407,-1.7163074,0.3309074
4.73055,-1.7259034,0.37411794
4.693028,-1.7913991,0.23504357
4.7388434,-1.6012037,0.122190475
5.02044,-1.237151,-0.52747136
5.708955,-1.3376309,-0.59217227
6.284339,-1.3493338,0.29814515
6.9681897,-1.7223504,-1.5524961
8.768754,-2.934803,-2.761223
10.088964,-2.7072005,-2.717802
11.987759,-1.2218089,-2.6026602
13.6225,-0.75651985,-5.150445
13.07418,-2.658627,-4.6782317
11.270015,-3.4567485,-1.6251937
13.246055,-1.9509776,3.5908332
14.353028,2.664689,4.7877617
12.669483,-1.1512184,0.12456553
11.122781,-3.0479145,-1.2801414
11.370255,-0.52458876,0.82512814
14.548462,0.23173,-0.10941502
14.663011,0.6113067,-0.4509048
12.887691,0.50193,-0.8276468
10.502941,0.35661155,-0.3016311
8.461185,0.17628029,-0.08377791
6.7614746,-0.31650388,-0.341892
5.467006,0.13669933,-0.3788106
4.507678,1.2462777,-0.41242516
4.6679654,1.6736907,-0.46242568
5.476851,1.336271,-0.8854811
6.153261,0.8188457,-1.1619923
6.346004,0.1361439,-1.8997607
6.657882,0.50708234,-1.4152892
7.3004856,0.7049296,-0.67785597
8.405448,-0.3174137,-3.506634
10.32781,-0.8722364,-4.6694016
12.198975,-0.40600872,-2.2846718
13.790966,-2.3018525,-2.5347605
13.932042,-1.7402494,-2.2387605
12.282016,0.63127434,-1.1181592
11.752533,-0.108993635,0.41056728
12.070723,-3.8721616,2.5893004
11.492005,-3.8933837,2.0899274
10.936312,0.9720746,0.6345592
12.59735,0.79277766,-2.3370185
14.275629,-3.1806011,0.68948215
15.292638,-2.9730623,1.021989
12.963252,-1.5564418,0.88852656
9.769176,-0.61512786,1.2321136
7.807377,-0.7184138,1.0937862
6.3738728,-1.3755263,0.5156057
5.5690565,-1.2067926,0.60910404
5.1887712,-2.1686966,0.7457268
5.355082,-2.5562606,0.52777785
6.006114,-2.056715,-0.23108836
6.167636,-1.2798157,-0.74351454
6.357716,-1.2354943,-0.64519906
6.723742,-1.9253883,-1.8181856
7.5290174,-3.6863236,-3.1769235
8.889057,-4.1186876,-1.0217208
11.130108,-1.9022219,-2.0552785
13.48944,-1.5819064,-3.522388
12.911854,-3.466105,-4.07926
11.059871,-3.4494798,-2.1061888
12.021449,-1.92784,1.8218534
13.348326,2.9123645,4.73123
13.639356,3.028828,0.95484596
10.023517,-1.2505394,-2.4503217
9.705644,0.28889394,-0.13359645
12.682469,1.4221176,-0.7463684
14.803109,2.1925046,-1.5399697
13.817772,2.0396013,-2.2364526
11.149308,1.9423106,-1.2576934
9.113031,1.5141602,-0.51038635
7.4564824,0.75014174,-0.41414902
6.430165,0.37096718,-0.35097083
5.920066,0.5753458,-0.1524053
5.78533,0.99898547,-0.2198739
5.994794,1.2964793,-0.3478775
5.8056617,1.0725065,-1.3200958
5.738183,0.1426178,-2.6318693
6.198138,-0.06048711,-2.0540335
7.2367525,-0.14388195,-0.09571061
8.4373865,-1.3150392,-2.415194
9.853653,-1.9036872,-2.9743648
11.167811,-2.1995435,-1.4194839
12.758767,-2.9738283,-1.3926975
13.2849655,-3.0067344,-3.3365018
11.856527,-0.61124927,-3.0137827
12.040018,0.6877679,-0.12126153
10.616388,0.363708,-2.2895465
9.578971,-0.6893194,3.5913985
11.773219,-2.6336696,2.5456684
13.3928,0.4977641,2.1103642
13.482602,2.361315,-2.0344489
13.669771,-0.28807035,0.2303318
14.10588,-0.64779437,-0.78179306
12.642343,-1.5078778,-0.60973614
9.039231,-1.7203584,0.333541
6.9672036,-1.490898,0.8931905
6.0917015,-1.2873813,1.0821887
5.8738103,-1.0168557,0.6672927
5.8581805,-0.69772786,0.38739142
5.8125467,-0.77145964,0.11951855
5.971704,-1.0188477,-0.5295304
6.646026,-1.160527,-1.0381641
7.3249164,-1.2992758,-0.8601026
7.730523,-1.4604055,-0.58176225
8.169725,-2.584014,-2.523929
9.9605875,-5.0445065,-2.8142405
11.468456,-4.078331,-3.0608144
13.136909,-2.237573,-3.174022
13.800811,-2.7439754,-3.65337
12.538272,-4.070928,-1.6701281
12.559188,-3.2866166,2.641743
11.330751,-0.80890495,3.3360806
12.142405,1.123369,2.5702426
11.682143,-1.2706795,-1.0505853
10.944757,-1.8810573,0.7288429
12.781963,-0.25935906,1.954473
14.700331,-0.8322437,0.73815155
13.07759,-1.3434249,-0.52797896
10.226823,-0.049655743,-0.14698483
7.551552,0.1767304,-0.47273993
6.7490535,0.7744093,-0.7542597
6.3032722,0.9543671,-0.48340848
6.11028,1.1583052,-0.9390346
6.472504,1.6205968,-1.0071162
6.7520223,1.514323,-1.222125
6.347077,1.0606889,-1.6187773
5.580108,0.3583258,-1.18377
5.8173165,-0.13433386,0.26494235
6.690932,-0.39377916,-0.6382846
8.58078,-0.5200206,-2.2782936
10.1108675,-0.9000379,-2.846476
11.636366,-2.2555773,-1.4783908
13.194273,-4.0950713,-1.7424617
12.9446535,-4.2656245,-1.0759926
13.134916,-2.0563605,0.1600093
12.529097,0.28818527,-0.05388869
10.943695,-0.19287689,-1.1462289
10.12164,-2.4775007,3.9011984
13.417384,-2.1088226,4.337336
12.33284,1.5381213,1.3194158
10.682316,-0.45938027,-0.89093035
11.237818,-2.098623,0.16700035
13.11514,-1.539893,-0.5947676
12.397559,-0.9612528,0.4910795
9.315972,-1.2884636,1.0477314
7.956823,-2.0625758,0.6372599
7.6352143,-2.163554,1.250798
7.327626,-1.8984582,1.2354176
6.7033143,-1.3851415,0.40937018
5.9231977,-0.2760323,-0.8737974
5.7549143,0.057652377,-1.3719445
6.151997,0.10525868,-0.50268656
6.7869105,-0.8140573,-0.54064906
7.3753195,-2.602411,-1.172048
8.391802,-4.054724,-0.21540153
10.057802,-2.1989114,-0.19135417
12.044587,-0.9261634,-0.9795446
12.911872,-1.6504477,-2.2348723
11.75759,-4.204802,-3.7130716
11.14794,-2.1467943,-0.44713154
10.961392,0.7732601,0.8480071
12.877923,4.1180267,3.1077216
14.248115,4.345974,0.6714012
12.269317,-0.8574211,-1.9002491
10.856382,-0.43297702,0.9687706
11.387982,0.33750582,-0.3631142
11.819073,1.4283903,-1.0138104
11.184494,2.178532,-1.5062784
9.099862,1.8834993,-1.2443528
7.3259892,1.7779917,-1.4531081
6.674201,1.1102296,-2.0132458
6.2440395,0.95385,-1.5382555
6.638604,1.5632222,-0.76999444
7.4573927,1.6510319,-1.6393291
7.9518814,1.1869206,-1.8751867
7.899745,0.96656793,-1.1620115
7.6910186,0.60415286,-0.24971524
7.832698,-0.0864211,-1.5843295
8.652309,-0.09244492,-2.8412087
9.806593,0.09317275,-2.432394
11.887806,0.3292985,-0.12697889
12.731666,-0.09468589,-0.04414908
12.519559,-0.36999035,-0.61824036
12.17036,-0.049923893,-2.4229512
10.905493,0.47636953,-3.0142713
7.6923304,1.0721427,-1.9927132
8.549282,0.97021675,1.8018379
11.600472,1.1525112,1.4521313
12.824666,2.6863708,-0.70680666
10.786329,2.666001,-1.2827079
9.184235,0.9072492,-0.7358531
9.904363,-0.19278112,-0.8324831
9.90553,-0.2854176,-0.6786987
9.08792,-0.4474284,-0.41539398
7.903758,-0.640018,-0.27625257
7.370674,-1.1504426,0.17965132
7.598756,-1.3990182,-0.25923458
8.219429,-1.2141188,-0.40811563
7.987392,-0.8254824,-0.7133188
8.185143,-0.17642394,-0.92177725
7.944909,-0.27947995,-1.9160031
7.7623944,-1.5856415,-2.76175
8.5919,-3.3734875,-2.759825
9.928084,-3.6396272,-0.8273978
