accx,accy,accz
7.86909,-1.0334332,-0.8644026
7.6395526,-0.8584362,-1.1935191
7.3135967,-0.48775634,-1.2042547
7.1643615,-0.40819222,-1.1278126
7.4141817,-0.0894378,-0.96062076
7.6686277,-0.1351479,-1.2846617
7.9694066,-0.19658312,-1.4736694
8.050263,-0.25566244,-1.8041364
8.007886,-0.44758165,-1.9111668
7.9391537,-0.40896794,-2.2691572
8.363205,-0.40901583,-2.4486074
8.809331,0.07809886,-3.1165993
9.827461,0.6996336,-3.8594913
10.963452,1.5775396,-4.2549562
10.705529,1.8356824,-4.941977
10.778054,1.009836,-4.615063
12.897679,0.37044045,-1.9681679
15.87554,-0.65616447,-1.9039458
15.55034,-1.2799115,0.6758065
11.464069,-1.4816086,0.89082503
8.391035,-1.6141804,1.5169375
7.3798013,-2.212003,-0.093785666
8.695616,-2.1580377,-0.09758766
10.720498,-0.70490086,0.15927188
11.293841,0.33934456,-0.36672467
10.753757,0.85418415,-0.94903284
10.213004,1.0826676,-1.5423639
8.871762,0.9912282,-1.6768509
7.83764,0.9505843,-1.7418296
7.5684066,0.6666128,-1.3317124
7.6954336,0.48679867,-1.3543425
7.9469204,0.5659606,-1.5299332
7.9998803,0.7666425,-1.7029477
7.9216757,0.97955406,-1.8899636
8.34524,0.8554291,-2.203518
8.713821,0.67332613,-2.7467144
8.40517,0.77869976,-3.411862
7.6080837,0.6330365,-2.6926916
7.890015,-0.040806774,-1.7221493
9.189166,-0.39700654,-1.465376
10.949853,-0.760839,-2.2968822
12.106865,-1.3977158,-2.090454
15.1586485,-2.2527332,-1.3285999
16.554575,-1.1041675,-1.2496104
12.568285,0.72014713,-0.5549376
10.929962,2.2297297,0.24135469
9.5633135,3.756378,-0.19463903
9.31853,2.9842958,-0.88431275
10.060646,0.80041033,-1.336453
11.623427,-0.8199662,-0.9314977
10.891837,-1.4413956,-0.33810917
9.384858,-1.1788857,0.23540749
8.126074,-1.0397922,0.26516262
7.6421385,-1.2694823,-0.310097
7.491112,-1.0606408,-0.91275585
7.8138604,-0.77602786,-0.9643174
8.0820875,-0.38964197,-0.9439188
7.8182755,-0.6909762,-0.7458896
7.5586867,-1.2512099,-0.7455065
7.667833,-1.4616027,-1.0148159
7.882421,-1.3503872,-1.7916961
8.373883,-1.259101,-2.0000205
8.676539,-1.116196,-1.9222758
8.6861925,-0.8403361,-1.7702343
8.7662735,-0.089207955,-2.5547762
9.600825,0.81840515,-3.3317614
10.7906475,1.4894712,-4.3397875
10.775948,2.1075296,-5.3744464
11.686789,2.0157454,-4.6283083
14.023385,0.91718996,-3.9359336
16.21404,-1.2303227,0.9979799
12.748301,-1.4228262,1.4878335
9.880228,-1.0788465,2.4816668
7.445929,-1.7200232,1.3970454
7.8591776,-1.9888443,0.55461204
9.365667,-1.4283712,0.4071005
11.252154,-0.7168048,0.065131865
12.099098,-0.026182989,-0.46301946
11.338355,0.68907034,-1.0416213
9.973277,0.79725,-1.7013963
9.140382,0.9028439,-2.003219
8.486621,0.6345688,-2.0070114
8.2510605,0.392017,-1.9033808
8.157648,0.5191395,-2.0172012
7.668676,0.6922116,-1.9568002
7.70818,1.0357987,-1.6457552
7.8946404,0.92452574,-1.9596732
8.323576,1.1063606,-2.3993828
8.491036,1.383839,-2.7288918
7.752243,1.1513046,-3.2784858
7.245716,0.6032718,-2.405397
7.8558164,0.23603955,-2.241787
9.568839,0.21458751,-1.9798802
11.509492,-0.42738417,-1.8382776
10.4675455,0.06727707,-2.7140672
10.853903,-0.62632316,-2.06701
15.220544,-1.461574,-0.8404414
12.833611,0.34049377,-2.0584292
10.696048,0.90788126,-1.8580633
11.179763,2.4569585,1.0445518
11.663296,3.684983,0.41078752
12.513726,1.555714,-0.5506185
11.545397,-0.2807824,-1.1250929
10.562606,-0.92306054,-0.09818143
10.082003,-0.71266764,0.38824373
9.280567,-0.6192651,-0.06621404
8.514815,-1.2615336,-0.6414258
8.140783,-1.1461427,-1.0188669
7.8679404,-0.6213336,-1.1680831
7.571136,-0.056014743,-1.0980767
7.71272,-0.002595315,-1.0570687
7.273058,-0.6276448,-0.8232319
7.3099,-1.0790571,-0.6574765
7.4967337,-1.3568516,-1.0725353
7.6371107,-1.3055007,-1.9597499
7.747857,-1.0945907,-2.0945914
7.603736,-0.5620245,-2.4802492
8.326162,0.103439085,-2.4288697
9.676636,0.6903824,-2.6746106
10.853194,1.2698079,-2.9923213
11.276394,1.186346,-3.8703322
10.776943,1.4908407,-4.731996
11.722873,1.3914908,-4.5757117
13.6101465,0.23631729,-4.4387927
15.342485,-1.4568622,-0.409782
13.232245,-1.6438684,1.7253479
10.482955,-1.2658814,2.391453
7.8890476,-1.466257,1.755218
7.6148257,-1.7007643,0.0367079
8.907704,-0.87863374,0.049990933
10.802868,0.028471848,-0.14762647
11.86959,0.043861773,-0.5896152
11.870289,0.42634985,-1.0725641
10.43145,0.74271965,-1.5350567
8.89355,0.90828353,-1.7784705
8.461147,0.79178166,-1.6637979
8.284885,0.25899518,-1.3992099
8.051499,-0.107384734,-1.4024563
7.7904835,-0.099062495,-1.5039802
7.4488783,-0.13007219,-1.7796006
7.7237997,0.1796992,-1.6261322
8.033466,0.51336473,-1.5006473
8.123076,0.8291503,-1.9952224
7.6430774,1.1563516,-2.9150937
7.4946656,1.3270389,-3.4738717
8.172205,1.2841444,-2.5497482
9.398113,0.50805914,-2.159656
11.349311,-0.33611718,-2.4709885
11.348228,-1.0010158,-3.057501
10.958702,-0.7693432,-3.4353154
15.104923,-1.1600865,-2.0241826
15.427125,0.24136426,-2.0580654
12.498174,0.89818,-1.1815768
10.945055,1.5096974,0.28963137
9.2744665,2.266974,0.88452345
9.0335045,1.8077372,0.2339518
10.029742,0.60475624,-0.84560335
11.19636,-0.31768182,-0.7646697
10.339733,-0.6619202,0.013608643
9.373041,-0.39529225,0.292265
8.450009,-0.7718332,-0.12627019
7.8054233,-1.1354166,-0.54493946
7.475215,-1.0763756,-0.9926839
8.024732,-0.32687557,-1.4286393
8.25559,0.23633644,-1.2974658
8.003059,-0.055104945,-1.017325
7.9575605,-0.72957075,-0.9859035
7.860595,-1.1570698,-1.3862045
7.809474,-1.242313,-1.879094
7.6083326,-0.9640301,-1.9738756
7.3533883,-0.46592122,-2.255051
7.86547,-0.021097707,-2.2758226
9.249185,0.24181437,-2.796552
10.873402,0.39716935,-3.4248865
11.489736,0.8924627,-4.470923
10.732,1.417013,-5.123783
11.391286,1.5262078,-3.790816
13.627682,1.0627575,-4.645527
14.773,-1.3338002,-1.2705454
13.187043,-1.5966356,2.816108
10.444006,-0.8043943,3.3106828
8.6384325,-1.6085589,1.8546922
9.311443,-2.3840215,0.3435488
10.753289,-2.129202,0.3996497
11.077301,-1.1883285,0.03454354
11.484344,-0.70199907,-0.5551771
11.309088,0.12790783,-1.397553
10.113099,1.0583426,-2.05502
8.554349,1.3405327,-2.0419092
8.036597,0.9232808,-1.770857
7.7153726,0.46628517,-1.6025733
7.4850116,0.36619794,-1.6361687
7.50769,0.8073248,-1.7397802
7.2003317,1.1856853,-1.6551596
7.4655805,1.487374,-1.6513863
7.9500327,1.6598809,-2.135896
7.819999,1.8573834,-2.8145661
7.5975685,1.9195944,-3.1096275
7.764856,1.3124151,-2.6352117
9.131141,0.3866923,-2.1825736
11.100917,-0.19053058,-2.4995275
11.697188,-0.3213593,-2.74659
10.891032,0.062699355,-2.9210217
14.999885,-1.1649708,-1.70878
15.833929,-0.536713,-2.0650947
12.192137,0.33245885,-0.94884133
10.808441,1.1227466,0.037531506
9.385836,2.2246346,0.9513792
9.035641,2.5866957,0.36699283
10.159804,1.8404421,-0.21878216
11.314174,0.5517007,-0.5256709
10.700482,-0.56419843,-0.11286267
9.544695,-1.0743932,0.28049508
8.686087,-1.5178376,0.025570074
8.041577,-1.8339107,-0.52396625
7.7847753,-1.507351,-1.1030662
8.130795,-0.6347507,-1.6163161
8.199461,0.24979186,-1.6206638
7.728924,0.3065536,-1.1163014
7.525158,-0.42702022,-1.0500778
7.7030954,-0.9863153,-1.0816141
7.864531,-1.2597618,-1.5341948
7.825764,-1.396873,-1.7100729
7.9149146,-0.7033015,-1.9234154
8.274802,-0.02369302,-2.3530405
9.102496,0.4060853,-2.7889674
10.186974,0.75333077,-3.3413289
10.703567,1.6945298,-4.3286977
10.388796,1.8863053,-5.4496436
11.264796,1.5311208,-4.03106
14.448135,0.99496317,-3.3274808
16.207355,-1.2540253,0.5994794
13.180559,-1.8505647,1.7770723
10.494207,-1.6045173,2.6092489
8.95849,-1.4899788,1.2286085
9.159353,-1.9292573,0.102720834
9.869282,-1.5397398,0.3580864
10.543643,-0.64016163,0.31425333
10.924924,-0.2425422,-0.15424405
10.664952,0.38259345,-1.0478079
9.87093,0.7722545,-1.404228
8.804782,1.02536,-1.4779407
8.28254,0.8823878,-1.3488262
7.8945737,0.36746207,-1.1808299
7.9112473,0.22719058,-1.2814726
7.4572005,0.44186428,-1.2860885
7.0286775,0.933279,-1.3191477
7.264918,1.1926094,-1.5643235
7.877757,1.6242073,-1.9643658
8.400296,1.9193549,-2.5279992
7.6894193,1.4932157,-3.2901504
7.321459,0.8932767,-3.2461832
8.538595,0.63061357,-2.3081734
10.564128,0.10387005,-2.1678443
11.763833,-0.68190694,-2.5617576
11.551123,-0.8337377,-3.1081047
14.092185,-1.7856914,-1.532021
15.36547,-0.78317213,-2.3222415
13.284372,0.69314057,-1.3160831
12.003713,1.2080759,-0.5995177
10.354032,2.1978195,0.28840554
9.444341,2.2786574,0.2646455
10.309395,1.083788,-0.59409726
10.948512,-0.18701589,-0.98398817
10.279084,-0.7126389,-0.28458437
9.287032,-0.5233055,0.25923458
8.66905,-0.8812482,-0.082418
8.075508,-1.3847488,-0.70011246
7.720582,-1.1760318,-1.018752
7.4081483,-0.7989738,-1.1309539
7.555957,-0.5258625,-0.96031433
7.9475718,-0.5132881,-0.8770727
7.937248,-0.70194167,-0.8788061
7.5789604,-0.7826262,-1.3615825
7.3438215,-0.4743488,-2.033472
7.305361,-0.4093319,-2.1065145
7.9014783,-0.3127306,-2.0800443
8.6762905,-0.38607937,-2.3503497
9.644486,-0.41635168,-2.3534236
10.197221,-0.057326768,-3.1816354
10.8165245,0.9607644,-4.4051876
10.667203,1.7665857,-5.406318
11.213004,1.7107911,-4.848881
13.581176,0.6558006,-4.209572
16.446903,-1.6292638,-0.7057245
14.051004,-1.5013081,2.3402746
10.472047,-0.85817766,2.3846345
8.590903,-1.740192,1.559717
8.711436,-2.6783264,-0.0649116
10.208224,-2.3179703,0.1835778
10.906279,-0.770004,0.25788423
11.146876,0.3581151,-0.5415972
10.810549,1.0782144,-1.2200756
9.609952,1.4904577,-1.6341193
8.328135,1.4139485,-1.533898
7.8813863,1.2973222,-1.6283157
